userid	newsId	time
8577937	100656239	1395742386
8577937	100654204	1395389690
6076253	100657261	1395907134
6076253	100654022	1395401542
6076253	100654204	1395401514
1285903	100655565	1395705096
7593435	100655420	1395647896
12793873	100658561	1396235457
12793873	100656057	1396175699
12793873	100658209	1396175335
12793873	100658361	1396175233
12793873	100658441	1396175127
7384558	100658817	1396246126
1285858	100656709	1395872647
1285858	100656591	1395803843
4975863	100657281	1395930197
4975863	100656411	1395930183
4975863	100656813	1395930168
4975863	100656207	1395930151
4975863	100657461	1395930144
4975863	100657336	1395930139
4975863	100657279	1395930125
4975863	100657374	1395930098
4975863	100657600	1395930098
451226	100654487	1395730757
451226	100655599	1395649364
451226	100654630	1395385909
451226	100654434	1395369133
1561283	100655420	1395649303
669312	100656807	1395909633
669312	100656583	1395820081
669312	100656602	1395797543
669312	100656361	1395736277
669312	100656329	1395736257
669312	100655416	1395709458
669312	100653990	1395391465
35004	100656987	1396257997
35004	100655749	1396257963
35004	100656987	1396257961
10729379	100655117	1395633843
10729379	100655176	1395633503
10729379	100655293	1395633466
10729379	100655260	1395632624
10729379	100649110	1395632624
10729379	100655260	1395632623
10729379	100655181	1395632612
10729379	100655380	1395630050
10729379	100655307	1395629559
10729379	100654790	1395629549
10729379	100655248	1395629534
10729379	100655351	1395629480
10729379	100653180	1395373207
10729379	100654491	1395372917
11016861	100657261	1396061829
11016861	100656210	1396061541
11016861	100657812	1396061538
11016861	100654733	1395544933
11016861	100655181	1395541699
11016861	100654733	1395541691
5409204	100648470	1396231415
5409204	100657600	1396231398
5409204	100658519	1396173746
5409204	100649776	1396018637
5409204	100657600	1396018624
5409204	100654455	1395377456
9231736	100654434	1395382431
9231736	100654615	1395382291
7736055	100658356	1396230247
7736055	100658399	1396230233
7736055	100658519	1396230232
7736055	100658504	1396230219
7736055	100658493	1396230216
7736055	100658576	1396230206
7736055	100658555	1396230201
7736055	100657828	1396230201
7736055	100658470	1396230198
7736055	100658012	1396083158
7736055	100657860	1396083108
7736055	100658159	1396083105
7736055	100658077	1396083105
7736055	100658159	1396083104
7736055	100658393	1396083099
7736055	100658396	1396083089
7736055	100657812	1396083073
7736055	100658071	1396083064
7736055	100657974	1396083063
7736055	100658293	1396083061
7736055	100658314	1396083057
7736055	100658352	1396083057
7736055	100658265	1396083048
7736055	100658325	1396083035
7736055	100658356	1396083030
7736055	100658372	1396083021
7736055	100654452	1396083014
7736055	100658399	1396083014
7736055	100658380	1396082992
7736055	100657281	1395931482
7736055	100657461	1395931468
7736055	100657426	1395931467
7736055	100657438	1395931465
7736055	100657435	1395931464
7736055	100657600	1395931446
7736055	100657595	1395931446
7736055	100657412	1395931431
7736055	100657664	1395931421
7736055	100657625	1395931413
7736055	100657355	1395931413
7736055	100655416	1395928102
7736055	100656975	1395885421
7736055	100657143	1395885408
7736055	100657185	1395885407
7736055	100656977	1395833161
7736055	100656953	1395833148
7736055	100656468	1395833143
7736055	100656826	1395833126
7736055	100656721	1395833115
7736055	100656878	1395833105
7736055	100656873	1395833101
7736055	100656910	1395833097
7736055	100656897	1395833091
7736055	100656915	1395833069
7736055	100656714	1395833064
7736055	100656705	1395833057
7736055	100655822	1395718489
7736055	100655860	1395718487
7736055	100655943	1395718478
7736055	100655364	1395718469
7736055	100655766	1395718458
7736055	100655286	1395718448
7736055	100655932	1395718448
7736055	100655929	1395718448
7736055	100655938	1395718435
7736055	100656166	1395718432
7736055	100656043	1395718426
7736055	100655816	1395718420
7736055	100656188	1395718419
7736055	100656033	1395718413
7736055	100656031	1395718413
7736055	100655460	1395636395
7736055	100655380	1395636382
7736055	100655351	1395636381
7736055	100655235	1395636369
7736055	100655452	1395636363
7736055	100654990	1395636358
7736055	100655284	1395636356
7736055	100655360	1395636356
7736055	100655442	1395636354
7736055	100655367	1395636349
7736055	100654790	1395636349
7736055	100654603	1395566783
7736055	100655316	1395566271
7736055	100654434	1395401799
7736055	100654746	1395399752
7736055	100653898	1395399752
7736055	100654712	1395399752
7736055	100654434	1395399752
7736055	100654498	1395399752
7736055	100654760	1395399751
7736055	100654429	1395399751
7736055	100654776	1395399751
7736055	100654455	1395399751
7736055	100654776	1395399750
7736055	100654434	1395393618
7736055	100654647	1395393616
7736055	100654718	1395393597
7736055	100654498	1395393592
7736055	100654712	1395393583
7736055	100654760	1395393582
7736055	100654746	1395393574
7736055	100654429	1395393571
7736055	100654455	1395393566
7736055	100654776	1395393563
7736055	100653898	1395383357
10659009	100508245	1395381586
10659009	100651469	1395380444
10659009	100653403	1395380416
10659009	100654434	1395380402
10659009	100651182	1395380372
9657325	100652919	1395366218
9657325	100650387	1395366173
9657325	100651182	1395366114
9657325	100652919	1395366107
9657325	100650387	1395366106
9657325	100651182	1395366085
625277	100655552	1395738488
625277	100655733	1395734074
625277	100655960	1395734026
625277	100656037	1395733968
625277	100656057	1395733651
625277	100656099	1395733622
625277	100656150	1395733577
625277	100656239	1395733522
625277	100655375	1395649771
625277	100655399	1395649729
625277	100655420	1395649713
5409175	100654434	1395374246
4897607	100657139	1395918085
4897607	100656815	1395918046
4897607	100657146	1395918027
4897607	100657176	1395918008
4897607	100657188	1395917988
4897607	100657261	1395917925
625227	100654496	1395886548
625227	100654529	1395886523
625227	100654553	1395886240
625227	100654550	1395886129
625227	100654569	1395886076
625227	100654473	1395885979
625227	100544111	1395885002
625227	100555124	1395884977
625227	100656361	1395884675
625227	100642844	1395883709
625227	100654480	1395883699
625227	100654452	1395883465
625227	100654509	1395883381
625227	100654559	1395883342
625227	100654566	1395883214
625227	100654603	1395883069
625227	100656207	1395882905
8000445	100657879	1396242923
8000445	100657878	1396242819
8000445	100658385	1396074579
8000445	100658265	1396015620
8000445	100657664	1395977955
8000445	100657682	1395977909
8000445	100620352	1395877859
8000445	100494834	1395876073
8000445	100494288	1395875882
8000445	100656779	1395872100
8000445	100656714	1395830358
8000445	100656779	1395825897
8000445	100654515	1395800422
8000445	100655602	1395728231
8000445	100654432	1395728222
8000445	100655822	1395722925
8000445	100656207	1395722782
8000445	100656046	1395721602
8000445	100656207	1395721596
8000445	100655822	1395674735
8000445	100655955	1395674700
8000445	100655822	1395656335
8000445	100654515	1395633086
8000445	100653396	1395503263
8000445	100655248	1395502861
1215868	100651182	1395709238
1215868	100652966	1395709026
625314	100653275	1395622472
625314	100653515	1395622437
3717336	100658519	1396224981
3717336	100656463	1395793845
3717336	100656591	1395793759
3717336	100654455	1395381014
11784354	100657316	1396153467
11784354	100656474	1396153447
11784354	100658175	1396100438
11784354	100657412	1396010645
11784354	100657316	1395903204
11784354	100657253	1395892567
3506171	100658519	1396199520
3506171	100654476	1395401303
312353	100623398	1396139719
312353	100658356	1396139400
312353	100658399	1396097886
312353	100656839	1395845908
312353	100655252	1395538059
312353	100655152	1395537866
312353	100654816	1395476831
312353	100654339	1395476118
312353	100655181	1395476093
9571544	100657489	1396247137
9571544	100655749	1396247038
9571544	100653515	1395658646
9571544	100651182	1395658642
3313502	100653515	1395743464
10903977	100651950	1395447529
10903977	100652966	1395447446
10903977	100651880	1395447386
10903977	100652966	1395447260
10903977	100651182	1395447233
451135	100656591	1395794066
17771	100658325	1396171397
17771	100658451	1396171249
12846457	100590220	1396177184
12846457	100634659	1396177123
12846457	100642514	1396177066
12846457	100651835	1396177035
12846457	100658519	1396177011
3506084	100651182	1395731211
3506084	100652966	1395731111
3506084	100651182	1395731094
3506084	100652966	1395731092
4334554	100658393	1396185165
4334554	100658436	1396185156
4334554	100658012	1396097491
4334554	100656463	1395841756
4334554	100654429	1395486558
210119	100656057	1396147778
210119	100658451	1396147722
210119	100657295	1396147510
210119	100658378	1396098537
210119	100656414	1395821863
210119	100656583	1395821479
210119	100656296	1395731085
210119	100655042	1395561463
210119	100655216	1395561280
210119	100655305	1395561081
210119	100655044	1395495326
210119	100654600	1395495213
435868	100656709	1395847964
1771033	100655797	1395821030
1771033	100653675	1395819783
7784200	100648645	1396235864
7784200	100658561	1396235708
4039541	100657571	1395947952
4039541	100654434	1395380164
12824949	100658361	1396175374
12824949	100656239	1396175329
12824949	100656895	1396175184
12824949	100656057	1396175140
12824949	100658441	1396175081
11065109	100653826	1395629406
11065109	100655123	1395629323
11065109	100655044	1395629250
11065109	100653826	1395629233
11065109	100584948	1395629222
10698477	100656616	1395914530
10698477	100656637	1395914524
10698477	100656815	1395914510
10698477	100657146	1395914504
10698477	100657176	1395914488
10698477	100657188	1395914485
10698477	100657261	1395914452
10698477	100654022	1395386180
10698477	100654204	1395386163
520886	100656239	1395733019
1162176	100655420	1395640958
3778677	100648645	1396235721
3778677	100658561	1396235579
9901200	100610921	1395890414
9901200	100643991	1395890276
9901200	100656977	1395888777
9901200	100655459	1395888749
9901200	100543014	1395888506
9901200	100656877	1395888429
9901200	100656958	1395888423
1351699	100658012	1396002463
8491186	100656239	1395744237
11417429	100656037	1395742108
11417429	100656057	1395742005
11417429	100656099	1395741994
11417429	100656150	1395741969
11417429	100656239	1395741642
190837	100658104	1396058694
190837	100658157	1396058653
190837	100658352	1396058577
190837	100658022	1396058062
190837	100658267	1396058013
190837	100658012	1396057673
190837	100654550	1395924025
190837	100654553	1395923688
190837	100655728	1395660007
190837	100655335	1395581957
190837	100655008	1395414490
190837	100654847	1395414412
1929205	100658012	1396022314
1929205	100657571	1395967590
624908	100656031	1395722770
3995462	100658012	1396012496
3612320	100653298	1395361278
3612320	100501645	1395361158
3612320	100651182	1395361144
3821568	100656239	1395746622
3821568	100654204	1395388080
5795855	100658519	1396171549
5795855	100657571	1395916871
5795855	100656709	1395875355
5795855	100655860	1395669322
11699330	100650547	1395798375
11699330	100652966	1395798154
11699330	100653515	1395798001
11699330	100627424	1395797988
11699330	100653515	1395797971
11699330	100653515	1395797941
11699330	100652966	1395797941
13001854	100656637	1396198980
13001854	100656815	1396198965
13001854	100657146	1396198951
13001854	100657176	1396198905
13001854	100657188	1396198866
13001854	100658361	1396198840
13001854	100658441	1396198780
3856888	100654434	1395374008
3978209	100654455	1395378761
4615294	100657571	1395964881
4615294	100656709	1395877349
11452034	100655407	1395726315
11452034	100655420	1395726303
11452034	100655455	1395726292
11452034	100655552	1395726281
11452034	100655559	1395726267
11452034	100655733	1395726242
11452034	100655738	1395726203
11452034	100655960	1395726194
11452034	100655965	1395726179
11452034	100656037	1395726167
11452034	100656051	1395726155
11452034	100656057	1395726142
11452034	100656090	1395726134
11452034	100656099	1395726109
11452034	100656136	1395726100
11452034	100656150	1395726088
11452034	100656239	1395726043
3383192	100658556	1396234226
3383192	100635903	1395995691
3383192	100654790	1395625878
7913262	100656239	1395734336
1897777	100654434	1395372846
5205725	100654434	1395375069
2877882	100655291	1396107412
2877882	100655797	1395960888
2877882	100657525	1395960649
11095615	100652966	1395664043
11095615	100655252	1395663772
11095615	100655181	1395663681
11095615	100652966	1395663376
11095615	100651182	1395663363
5049384	100656239	1395734188
5049384	100655420	1395650090
12686541	100656411	1396141389
12686541	100635560	1396141266
12686541	100629430	1396141249
12686541	100658356	1396141056
12686541	100635560	1396049614
2626046	100629430	1396263639
11390839	100654022	1395756048
11390839	100654204	1395755993
11390839	100654400	1395755970
11390839	100654411	1395755944
11390839	100655071	1395755939
11390839	100655123	1395755901
11390839	100655188	1395755898
11390839	100655198	1395755888
11390839	100655297	1395755879
11390839	100655375	1395755863
11390839	100655399	1395755827
11390839	100655420	1395755796
11390839	100655552	1395755715
11390839	100655733	1395755696
11390839	100655960	1395755688
11390839	100656037	1395755677
11390839	100656057	1395755660
11390839	100656099	1395755653
11390839	100656150	1395755637
11390839	100656239	1395755551
933182	100657812	1396237262
933182	100658175	1396237224
933182	100657756	1396237208
9075162	100654022	1395729486
9075162	100656239	1395729444
10675176	100651182	1395362751
10675176	100650387	1395362718
10675176	100651182	1395362708
10675176	100650387	1395362706
10675176	100652919	1395362704
1109151	100654476	1395376618
1109151	100654434	1395376618
155767	100657571	1395918194
155767	100655938	1395672896
155767	100655565	1395656546
155767	100655334	1395576279
2890201	100658561	1396235675
2890201	100656239	1395726782
2890201	100654022	1395385397
2890201	100654204	1395385379
3061333	100656239	1395736488
3700376	100658561	1396226776
3700376	100657188	1395914930
3700376	100657261	1395914909
11684131	100657052	1395883436
11684131	100655305	1395849059
11684131	100594351	1395847526
11684131	100632009	1395847202
11684131	100656414	1395845660
11684131	100449261	1395837707
11684131	100656170	1395820935
11684131	100656779	1395819637
11684131	100656456	1395809591
11684131	100397117	1395806734
11684131	100656686	1395806281
11684131	100656394	1395796802
11684131	100344802	1395796245
11684131	100656394	1395794344
11684131	100220866	1395783228
11684131	100656387	1395771462
11684131	100625579	1395754925
8531102	100656099	1395903037
8531102	100656150	1395902711
8531102	100656239	1395902654
8531102	100656369	1395902563
8531102	100656551	1395902544
8531102	100656616	1395902507
8531102	100656637	1395902476
8531102	100656815	1395902441
8531102	100657146	1395902403
8531102	100657176	1395902315
8531102	100657188	1395902268
8531102	100657261	1395902178
948542	100648791	1395901516
948542	100657271	1395901068
948542	100649874	1395900700
948542	100648791	1395900656
948542	100649874	1395900536
948542	100648791	1395900490
948542	100191515	1395900329
948542	100649874	1395899516
948542	100645651	1395899414
948542	100428450	1395899369
948542	100648791	1395899301
948542	100657295	1395898745
948542	100653403	1395644448
948542	100655613	1395640392
948542	100623019	1395640333
948542	100655584	1395638235
948542	100655519	1395638194
1959641	100656591	1395799362
1959641	100654455	1395383262
607381	100656239	1395929575
607381	100657261	1395929520
2322728	100658012	1396050358
854154	100656142	1395743640
364709	100655860	1395702675
4835598	100658393	1396105955
4835598	100658393	1396105949
4835598	100658159	1396105949
4835598	100658159	1396105946
4835598	100656821	1396105669
11064325	100658707	1396244367
11064325	100658670	1396244037
11064325	100655726	1395647881
11064325	100653009	1395641269
11064325	100655519	1395641187
8998025	100657261	1396235452
8998025	100657429	1396235448
8998025	100657678	1396235442
8998025	100657693	1396235419
8998025	100657721	1396235400
8998025	100657760	1396235398
8998025	100658209	1396235335
8998025	100658361	1396235319
8998025	100658441	1396235302
8998025	100658463	1396235299
8998025	100658506	1396235295
8998025	100658527	1396235288
8998025	100658561	1396235223
8998025	100657261	1395917940
781070	100656150	1395740218
781070	100656239	1395740208
3449585	100655938	1395667998
11390950	100656037	1395733482
11390950	100656057	1395733398
11390950	100656099	1395733389
11390950	100656150	1395733344
11390950	100656239	1395733312
1285436	100654434	1395377673
5049535	100656099	1395744538
5049535	100656150	1395744496
5049535	100656239	1395744458
9976302	100654438	1395373436
9976302	100654455	1395373416
7698760	100657261	1395930828
10100709	100657261	1395912795
10100709	100656150	1395743010
10100709	100656239	1395743007
642249	100659074	1396252985
642249	100656915	1395829256
642249	100650416	1395828791
642249	100656721	1395826861
642249	100656807	1395824608
3467207	100653515	1395736432
3467207	100651182	1395736430
765469	100579154	1395830292
765469	100654861	1395806728
765469	100654737	1395806721
765469	100650416	1395806412
334078	100655181	1395478716
3189697	100655420	1395661518
3189697	100655728	1395660890
3189697	100655860	1395660821
3189697	100655840	1395660621
4879451	100657261	1395959657
5830842	100656057	1395965867
5830842	100656099	1395965831
5830842	100656150	1395965789
5830842	100656239	1395965751
5830842	100656369	1395965733
5830842	100656551	1395965716
5830842	100656616	1395965694
5830842	100656637	1395965675
5830842	100656815	1395965634
5830842	100657146	1395965585
5830842	100657176	1395965510
5830842	100657188	1395965485
5830842	100657261	1395964793
2722330	100658396	1396100893
2722330	100656831	1396100635
2722330	100508460	1396100620
10993010	100504919	1396260645
10993010	100544187	1396260431
10993010	100658555	1396237512
10993010	100658717	1396237453
10993010	100640400	1395996393
10993010	100648645	1395996257
10993010	100657705	1395996125
10993010	100657261	1395917712
10993010	100657429	1395917685
10993010	100657327	1395917678
10993010	100655938	1395706706
10993010	100655728	1395706660
10993010	100655925	1395706656
10993010	100655955	1395706634
10993010	100655552	1395706593
10993010	100655733	1395706562
10993010	100654816	1395579403
11417213	100639803	1395752187
11417213	100656548	1395752167
11417213	100653515	1395752053
11417213	100656463	1395752026
11417213	100651182	1395751951
11417213	100653515	1395751946
3241402	100652966	1395671947
3241402	100653515	1395671937
245644	100656977	1395881223
245644	100648116	1395881207
245644	100657158	1395879486
245644	100656561	1395795964
245644	100654489	1395393402
11909176	100653740	1395935913
11909176	100653853	1395935836
11909176	100653892	1395935801
11909176	100653933	1395935718
11909176	100654022	1395935653
11909176	100657188	1395935622
11909176	100657261	1395935591
11467614	100658504	1396254943
11467614	100656709	1396254877
11467614	100658670	1396254708
11467614	100658717	1396240772
11467614	100655938	1395679904
590284	100635900	1396174547
590284	100635902	1396174543
1127171	100658438	1396237583
1127171	100658600	1396235679
1127171	100656168	1395815665
1127171	100652586	1395729257
1127171	100630935	1395729189
1127171	100656150	1395728972
1127171	100655551	1395728945
1127171	100648645	1395728464
1127171	100655551	1395716303
1127171	100656170	1395716142
1127171	100655960	1395714728
1127171	100656057	1395712040
1127171	100654556	1395386521
1127171	100654153	1395382647
1127171	100654303	1395382541
1127171	100654455	1395368945
1445599	100655420	1395645660
884920	100656915	1395886487
3223869	100658561	1396236209
3223869	100657261	1395905171
3223869	100656239	1395738338
12134559	100652966	1395891020
12134559	100651182	1395890983
12134559	100652966	1395890965
12134559	100653515	1395890964
12134559	100651182	1395890955
4529307	100656037	1395739870
4529307	100656057	1395739671
4529307	100656099	1395739661
4529307	100656150	1395739612
4529307	100656239	1395739571
12701964	100624894	1396033667
12701964	100654496	1396033001
12701964	100651343	1396032844
12701964	100651337	1396032820
12701964	100654522	1396031258
12701964	100654572	1396030904
12701964	100654553	1396030723
12701964	100654496	1396030558
12701964	100654553	1396030422
12701964	100654572	1396030399
12701964	100654496	1396030380
12701964	100658096	1396030071
964015	100657261	1395963052
9105849	100655181	1395622312
9105849	100655286	1395622303
9105849	100655271	1395622015
9495911	100656239	1395808653
9495911	100651182	1395808590
104766	100656239	1396237742
104766	100648645	1396237469
104766	100657176	1396237350
104766	100658561	1396237215
104766	100651182	1396220373
7349970	100656099	1395737943
7349970	100656150	1395737840
7349970	100656239	1395737725
1897723	100656637	1395954057
1897723	100656815	1395954050
1897723	100657025	1395954043
10629033	100653853	1395396645
10629033	100653892	1395396611
10629033	100653933	1395396524
10629033	100654022	1395396485
10629033	100654204	1395396270
3557592	100658438	1396102579
3557592	100655599	1395639998
3557592	100654603	1395570435
3557592	100548267	1395549998
3557592	100654603	1395547285
3557592	100655208	1395479492
3557592	100635938	1395415861
2149608	100658504	1396182526
2149608	100656591	1395927253
2149608	100657571	1395927188
2149608	100656977	1395902266
2643161	100655565	1395642813
930	100656987	1396275857
930	100658561	1396273731
930	100655842	1396272824
930	100658900	1396270309
930	100648645	1396269746
930	100656987	1396269639
930	100658561	1396268334
930	100655749	1396266655
930	100659339	1396265784
930	100629430	1396264892
930	100628974	1396264364
930	100629216	1396264220
930	100657261	1396262547
930	100655749	1396262429
930	100656987	1396262408
930	100658561	1396261163
930	100655749	1396254190
930	100657489	1396252315
930	100658797	1396252310
930	100657489	1396252246
930	100655749	1396252163
930	100658561	1396252159
930	100655749	1396252143
930	100658561	1396252141
930	100655749	1396252140
930	100658561	1396252138
930	100658561	1396252137
930	100655749	1396252137
930	100655749	1396252136
930	100658561	1396252119
930	100658463	1396250344
930	100658506	1396250338
930	100658527	1396250335
930	100658561	1396250306
930	100657261	1396250294
930	100658561	1396250286
930	100657261	1396250257
930	100658527	1396250246
930	100658670	1396250218
930	100658561	1396250110
930	100658670	1396249562
930	100658561	1396249323
930	100658797	1396246667
930	100658504	1396246251
930	100658561	1396243041
930	100658441	1396242657
930	100658561	1396242600
930	100655749	1396242004
930	100656987	1396241981
930	100655749	1396241974
930	100656987	1396241967
930	100655749	1396241955
930	100656987	1396241944
930	100655749	1396241922
930	100656987	1396241782
930	100658670	1396239353
930	100658561	1396236991
930	100657489	1396236884
930	100656987	1396236615
930	100658561	1396236484
930	100657188	1396236342
930	100658561	1396236039
930	100658527	1396236036
930	100658561	1396235994
930	100656987	1396235877
930	100655749	1396235795
930	100656987	1396235758
930	100655749	1396235756
930	100656987	1396235755
930	100658561	1396234848
930	100658441	1396234741
930	100658527	1396234567
930	100658561	1396233328
930	100658501	1396233313
930	100658561	1396233308
930	100658506	1396233178
930	100658527	1396233175
930	100658561	1396233139
930	100658611	1396232745
930	100655399	1396232147
930	100658561	1396231495
930	100658460	1396231475
930	100658561	1396230560
930	100658441	1396230508
930	100658561	1396229503
930	100658519	1396228537
930	100658561	1396227218
930	100658441	1396225438
930	100658504	1396223618
930	100653955	1396223200
930	100658519	1396198603
930	100653955	1396191654
930	100658504	1396191613
930	100653955	1396191221
930	100658504	1396188540
930	100658441	1396187596
930	100658260	1396187482
930	100658356	1396187443
930	100658316	1396187435
930	100658504	1396187331
930	100658543	1396187112
930	100658470	1396187110
930	100658519	1396186354
930	100658504	1396184238
930	100658519	1396184029
930	100658504	1396183380
930	100655399	1396183048
930	100651182	1396181857
930	100658519	1396181626
930	100658316	1396181336
930	100658519	1396181317
930	100658504	1396179197
930	100658519	1396178877
930	100651182	1396178691
930	100658441	1396178269
930	100658504	1396178236
930	100658441	1396176560
930	100654480	1396176310
930	100654448	1396176214
930	100658504	1396176168
930	100658470	1396176090
930	100658504	1396175793
930	100658441	1396174917
930	100658519	1396174156
930	100658441	1396173923
930	100658519	1396173240
930	100658441	1396172167
930	100658504	1396172165
930	100658325	1396172093
930	100658503	1396171983
930	100658441	1396167195
930	100658087	1396165860
930	100658441	1396163205
930	100658028	1396162983
930	100658441	1396162821
930	100658012	1396156855
930	100656985	1396156710
930	100657812	1396156637
930	100657880	1396156387
930	100645940	1396156211
930	100658173	1396152755
930	100658168	1396152499
930	100658178	1396152324
930	100654448	1396143643
930	100658361	1396143494
930	100651182	1396143093
930	100658175	1396108235
930	100651182	1396107012
930	100530373	1396104201
930	100658380	1396104030
930	100658399	1396103791
930	100651182	1396088790
930	100653955	1396082712
930	100651182	1396074787
930	100656473	1396074768
930	100651182	1396074767
930	100656473	1396074755
930	100651182	1396074753
930	100656473	1396074752
930	100651182	1396074738
930	100656473	1396074731
930	100651182	1396074715
930	100656473	1396074667
930	100656057	1396074609
930	100648645	1396074577
930	100612527	1396074393
