userid	newsId
99739	100654734
99739	100654776
99739	100654746
99739	100655181
38940	100654204
38940	100651182
38940	100654455
38940	100654022
38940	100653515
38940	100654847
38940	100652966
38940	100654303
38940	100654734
38940	100653933
61761	100654455
61761	100654204
61761	100651182
61761	100654733
61761	100654847
61761	100654434
61761	100654734
61761	100654429
61761	100655044
61761	100654303
26947	100654204
26947	100651182
26947	100654022
26947	100653515
26947	100654455
26947	100652966
26947	100653351
26947	100653933
26947	100654734
26947	100654847
52022	100654455
52022	100654204
52022	100651182
52022	100654734
52022	100654733
52022	100651308
52022	100654434
52022	100655181
52022	100653785
52022	100654429
10430470	100654455
10430470	100654733
10430470	100655008
10430470	100654434
10430470	100654847
10430470	100654429
10430470	100654776
10430470	100654204
10430470	100654303
10430470	100655044
63433	100654455
63433	100654733
63433	100654734
63433	100654847
63433	100655104
63433	100654204
63433	100566241
63433	100654837
63433	100655044
63433	100654926
231780	100654455
231780	100654204
231780	100654847
231780	100654733
231780	100654734
231780	100651182
231780	100654429
231780	100654434
231780	100654762
231780	100654995
7619930	100654455
7619930	100654434
7619930	100654204
7619930	100654733
7619930	100654760
7619930	100654847
7619930	100654429
7619930	100654776
7619930	100654498
7619930	100654712
788073	100654455
788073	100655164
788073	100655148
788073	100654945
788073	100655104
788073	100654434
788073	100654630
59794	100654455
59794	100654204
59794	100651182
59794	100654733
59794	100654434
59794	100654847
59794	100654429
59794	100654022
59794	100654734
59794	100655008
33131	100654455
33131	100654204
33131	100651182
33131	100654733
33131	100654847
33131	100654434
33131	100653515
33131	100654022
33131	100654734
33131	100655008
80978	100654204
80978	100654455
80978	100651182
80978	100654733
80978	100654022
80978	100654847
80978	100653515
80978	100654734
80978	100654434
80978	100653351
357322	100654455
357322	100654204
357322	100651182
357322	100654733
357322	100654847
357322	100654434
357322	100654022
357322	100655104
357322	100655008
357322	100653515
470753	100654455
470753	100654204
470753	100654733
470753	100651182
470753	100654847
470753	100654734
470753	100654434
470753	100654429
470753	100654995
470753	100654705
464608	100654455
464608	100654204
464608	100651182
464608	100654733
464608	100654434
464608	100654498
464608	100654847
464608	100654022
464608	100655044
464608	100653515
1134096	100654204
1134096	100654022
57482	100654204
57482	100651182
57482	100654455
57482	100654022
57482	100653515
57482	100652966
57482	100654847
57482	100655104
57482	100655008
57482	100655044
944707	100654204
944707	100654455
944707	100654178
944707	100654022
944707	100653933
944707	100653892
944707	100653853
944707	100653740
944707	100651182
3378054	100651182
3378054	100653515
3378054	100652966
3378054	100654204
3378054	100649853
3378054	100649924
3378054	100650144
3378054	100650156
3378054	100650174
3378054	100650720
118450	100654204
118450	100654455
118450	100651182
118450	100654434
118450	100654847
118450	100654733
118450	100654022
118450	100654303
118450	100653933
118450	100654776
563346	100654455
563346	100654733
563346	100654734
563346	100654995
563346	100655181
563346	100654847
563346	100655119
563346	100654856
563346	100654434
563346	100654718
833718	100651182
833718	100654204
833718	100654455
833718	100654434
833718	100654022
833718	100654303
833718	100655044
833718	100653515
833718	100654847
833718	100654339
251977	100654455
251977	100654204
251977	100654434
251977	100651182
251977	100654733
251977	100654429
251977	100654776
251977	100654847
251977	100654734
251977	100654022
324372	100654455
324372	100654204
324372	100651182
324372	100655044
324372	100654733
324372	100655104
324372	100654847
324372	100655008
324372	100654734
324372	100654022
655144	100654204
655144	100654022
655144	100651182
655144	100652966
655144	100654455
655144	100653515
655144	100653351
655144	100652514
655144	100655181
655144	100654303
7266296	100654204
7266296	100651344
7266296	100654022
7266296	100652686
7266296	100651276
7266296	100650527
7266296	100652966
7266296	100651182
4949545	100654455
4949545	100654204
4949545	100651182
4949545	100654733
4949545	100654847
4949545	100654434
4949545	100655008
4949545	100655044
4949545	100654856
4949545	100654429
8761564	100654455
8761564	100655033
8761564	100566241
8761564	100584580
8761564	100564299
8761564	100655044
8761564	100655008
8761564	100654404
8761564	100654429
8761564	100655039
466877	100654204
466877	100651182
466877	100654455
466877	100654022
466877	100653515
466877	100654303
466877	100654734
466877	100654733
466877	100654109
466877	100654847
4910513	100653515
4910513	100651182
4910513	100652966
4910513	100654204
4910513	100654022
4910513	100653933
799560	100654455
799560	100654204
799560	100651182
799560	100654733
799560	100654434
799560	100654734
799560	100654303
799560	100654022
799560	100655008
799560	100653515
2907007	100651182
2907007	100653515
2907007	100652966
2907007	100653403
2907007	100654204
2907007	100653892
2907007	100653878
2907007	100653543
2907007	100653351
2907007	100653308
833392	100654204
833392	100651182
833392	100652966
833392	100653515
833392	100651950
833392	100651276
833392	100653275
833392	100654022
833392	100650261
833392	100650677
173915	100654455
173915	100654204
173915	100651182
173915	100654734
173915	100654733
173915	100655181
173915	100653515
173915	100654429
173915	100654705
173915	100654999
109624	100654455
109624	100654204
109624	100654434
109624	100651182
109624	100654429
109624	100654022
109624	100654733
109624	100654776
109624	100654847
109624	100654746
302478	100654733
302478	100654455
302478	100654434
302478	100655181
302478	100655044
302478	100654847
302478	100651419
302478	100654521
302478	100654491
302478	100654429
860329	100654455
860329	100651182
860329	100654204
860329	100654733
860329	100653515
860329	100655044
860329	100654847
860329	100654303
860329	100654022
860329	100654434
590861	100651182
590861	100652966
590861	100654302
590861	100653826
590861	100653403
590861	100653515
77119	100654455
77119	100654204
77119	100654733
77119	100651182
77119	100655044
77119	100654847
77119	100654434
77119	100654734
77119	100654429
77119	100655104
146117	100654455
146117	100654204
146117	100651182
146117	100654733
146117	100654847
146117	100654734
146117	100654434
146117	100654429
146117	100654705
146117	100655008
643905	100654455
643905	100654204
643905	100651182
643905	100654733
643905	100654847
643905	100655044
643905	100655008
643905	100654734
643905	100653515
643905	100654022
7621482	100654204
7621482	100654453
7621482	100654022
7621482	100653515
249923	100654204
249923	100654455
249923	100651182
249923	100654847
249923	100655044
249923	100654733
249923	100654022
249923	100654434
249923	100653515
249923	100654734
185344	100654204
185344	100654455
185344	100654847
185344	100651182
185344	100654734
185344	100654022
185344	100653515
185344	100654109
185344	100654434
185344	100654733
6998128	100654455
6998128	100655044
6998128	100654434
6998128	100654498
6998128	100654776
6998128	100655248
6998128	100654760
6998128	100654712
6998128	100655033
6998128	100654574
143857	100654204
143857	100651182
143857	100654455
143857	100653515
143857	100654022
143857	100655008
143857	100655104
143857	100654847
143857	100654434
143857	100654303
4041742	100654455
4041742	100654847
4041742	100654733
4041742	100654734
4041742	100655008
4041742	100654705
4041742	100655181
4041742	100655033
4041742	100654365
4041742	100651182
9015957	100654455
9015957	100654733
9015957	100633983
9015957	100654204
9015957	100654434
9015957	100647369
9015957	100566690
9015957	100653804
9015957	100638432
9015957	100649646
7591920	100654204
7591920	100655008
7591920	100651308
7591920	100654455
7591920	100654022
7591920	100653933
7591920	100653892
7591920	100655104
7591920	100654705
7591920	100654429
159355	100654455
159355	100654204
159355	100651182
159355	100654733
159355	100654847
159355	100654498
159355	100654434
159355	100654734
159355	100654303
159355	100654022
3099458	100654847
3099458	100654455
3099458	100651308
3099458	100655181
3099458	100655008
3099458	100654434
3099458	100655033
3099458	100653403
3099458	100654762
3099458	100655044
5835214	100654204
5835214	100651182
5835214	100654455
5835214	100654733
5835214	100654022
5835214	100653515
5835214	100654434
5835214	100653351
5835214	100654734
5835214	100654847
154401	100654455
154401	100654204
154401	100651182
154401	100654733
154401	100654434
154401	100654847
154401	100655008
154401	100654734
154401	100655044
154401	100654429
7228253	100654204
7228253	100651182
7228253	100652966
7228253	100654022
7228253	100653515
7228253	100653403
7228253	100651344
7228253	100654455
7228253	100654734
7228253	100654847
132454	100654455
132454	100487321
132454	100653933
132454	100654339
132454	100654109
132454	100651321
132454	100487724
132454	100649879
132454	100650010
132454	100650660
349088	100654204
349088	100654455
349088	100651308
349088	100651182
349088	100655181
349088	100651402
349088	100654847
349088	100655104
349088	100654734
349088	100655044
8214338	100654204
8214338	100654022
8214338	100653298
3962968	100654204
3962968	100654455
3962968	100651182
3962968	100654847
3962968	100654733
3962968	100654434
3962968	100654734
3962968	100654022
3962968	100655104
3962968	100655008
1036292	100654204
1036292	100654455
1036292	100654429
1036292	100654365
1036292	100654022
1036292	100653515
1036292	100651182
6930462	100654455
6930462	100651182
6930462	100654204
6930462	100654733
6930462	100654847
6930462	100654734
6930462	100654303
6930462	100655104
6930462	100654434
6930462	100655181
1019709	100654204
1019709	100653351
1019709	100654022
1019709	100651276
1019709	100653933
1019709	100653892
1019709	100653853
1019709	100653740
1019709	100653403
1019709	100653327
4560260	100654204
4560260	100654022
4560260	100651276
4560260	100654455
4560260	100652686
4560260	100653933
4560260	100650527
4560260	100655149
4560260	100655248
4560260	100655104
55184	100654455
55184	100654204
55184	100651182
55184	100654733
55184	100654847
55184	100653515
55184	100654734
55184	100654022
55184	100654303
55184	100655104
9881397	100654204
9881397	100651182
9881397	100654455
9881397	100654303
9881397	100654022
9881397	100651469
9881397	100653826
9881397	100655148
9881397	100654733
9881397	100652966
1888129	100654455
1888129	100654733
1888129	100655033
1888129	100654734
1888129	100654995
1888129	100654429
1888129	100651308
1888129	100655104
1888129	100654945
1888129	100654580
332621	100654204
332621	100654022
332621	100653403
332621	100653515
332621	100651182
9657325	100654204
9657325	100651182
9657325	100653515
9657325	100652966
9657325	100654022
9657325	100653933
9657325	100649292
9657325	100646812
9657325	100653302
9657325	100652686
252733	100654705
252733	100655145
252733	100654204
252733	100654109
252733	100654022
252733	100653933
252733	100653892
252733	100653785
252733	100653532
252733	100654733
3424543	100651182
3424543	100652966
3424543	100653515
3424543	100653617
3424543	100653298
3424543	100654302
3424543	100653826
3424543	100653403
3424543	100654204
3424543	100653892
6670388	100654204
6670388	100654022
6670388	100654945
6670388	100654455
330587	100654204
330587	100654022
330587	100654455
330587	100655008
330587	100655181
330587	100651232
330587	100653403
330587	100639505
330587	100655123
330587	100654434
77384	100654204
77384	100654455
77384	100651182
77384	100654434
77384	100654733
77384	100654847
77384	100654022
77384	100654734
77384	100655044
77384	100653515
4163750	100654455
4163750	100651182
4163750	100654204
4163750	100654339
4163750	100654434
4163750	100655044
4163750	100654733
4163750	100654429
4163750	100651308
4163750	100651676
202264	100654204
202264	100653515
202264	100651182
202264	100654837
202264	100655104
202264	100654455
202264	100654556
202264	100654237
202264	100654022
202264	100653933
200404	100654204
200404	100651182
200404	100654455
200404	100654847
200404	100654022
200404	100654303
200404	100653515
200404	100654434
200404	100653351
200404	100654109
10569202	100654434
10569202	100654733
10569202	100654455
10569202	100654303
10569202	100654776
10569202	100655044
10569202	100654204
10569202	100654847
10569202	100654837
10569202	100654746
4686636	100654204
4686636	100655104
4686636	100653403
4686636	100655148
4686636	100653933
4686636	100655181
4686636	100655113
4686636	100644047
4686636	100644750
4686636	100651308
4233403	100654455
4233403	100651182
4233403	100654204
4233403	100654847
4233403	100654762
4233403	100654022
4233403	100654734
4233403	100652966
4233403	100655008
4233403	100653515
3772757	100654455
3772757	100654204
3772757	100654733
3772757	100651182
3772757	100654847
3772757	100654434
3772757	100655044
3772757	100654429
3772757	100654734
3772757	100655104
288634	100654204
288634	100654455
288634	100651182
288634	100654847
288634	100654733
288634	100654734
288634	100654022
288634	100653515
288634	100654434
288634	100655008
24651	100654204
24651	100651182
24651	100654022
24651	100654455
24651	100653515
24651	100652966
24651	100654847
24651	100654734
24651	100653933
24651	100654303
8642037	100651182
8642037	100653515
8642037	100652966
8642037	100653617
8642037	100653302
8642037	100654204
8642037	100653785
4592506	100654204
4592506	100654022
4592506	100651276
4592506	100655104
4592506	100653515
4592506	100651182
4592506	100446085
312353	100651182
312353	100652966
312353	100655008
312353	100655104
312353	100654109
312353	100654734
312353	100653275
312353	100655044
312353	100654737
312353	100648081
1209194	100651182
1209194	100652966
1209194	100653515
1209194	100653617
1209194	100653298
1209194	100654302
1209194	100653826
1209194	100653403
1209194	100654204
1209194	100653892
3395467	100654455
3395467	100509668
3395467	100655104
3395467	100654434
3395467	100655008
3395467	100655181
3395467	100654339
3395467	100654816
3395467	100653826
3395467	100654303
344866	100654204
344866	100653515
344866	100651182
344866	100655044
344866	100654521
344866	100654455
344866	100655248
344866	100655149
344866	100655181
344866	100655104
9551598	100651182
9551598	100654204
9551598	100654455
9551598	100654434
9551598	100653403
9551598	100654776
9551598	100508245
9551598	100654109
9551598	100655181
9551598	100654022
181765	100654847
181765	100654455
181765	100654204
181765	100655008
181765	100655044
181765	100655181
181765	100654705
181765	100655104
181765	100654734
181765	100654856
323452	100655104
323452	100654434
323452	100654455
323452	100654303
323452	100654204
323452	100654945
323452	100651182
323452	100651344
323452	100653403
323452	100651469
3934676	100654204
3934676	100651182
3934676	100654455
3934676	100655088
3934676	100655148
3934676	100655104
3934676	100654022
3934676	100654303
3934676	100646879
3934676	100652966
4980788	100654455
4980788	100654204
4980788	100655104
4980788	100655008
4980788	100654303
4980788	100654995
4980788	100654856
4980788	100654837
4980788	100509668
4980788	100654853
561179	100654455
561179	100633983
561179	100654339
561179	100654733
561179	100654434
561179	100649646
561179	100650316
561179	100647369
561179	100638432
561179	100653804
923585	100655148
923585	100654734
923585	100654302
923585	100652966
923585	100487321
923585	100654580
923585	100649675
923585	100626024
923585	100654390
923585	100650350
9142874	100654455
9142874	100654204
9142874	100651182
9142874	100655181
9142874	100654434
9142874	100655008
9142874	100654847
9142874	100654303
9142874	100655044
9142874	100654733
9069908	100651182
9069908	100653515
9069908	100652966
9069908	100654204
9069908	100649292
9069908	100646812
9069908	100652686
9069908	100650696
9069908	100653617
9069908	100649574
7302461	100655104
7302461	100655008
7302461	100654455
7302461	100655044
7302461	100654303
7302461	100654434
7302461	100651182
7302461	100654204
7302461	100654847
7302461	100654995
1514076	100654204
1514076	100654455
1514076	100655008
1514076	100654847
1514076	100655044
1514076	100654434
1514076	100654837
1514076	100655181
1514076	100654109
1514076	100654762
2190607	100654847
2190607	100655044
2190607	100654455
2190607	100655008
2190607	100655104
2190607	100654303
2190607	100654705
2190607	100654625
2190607	100654733
2190607	100655033
9555870	100654455
9555870	100655044
9555870	100654856
9555870	100654303
9555870	100654776
9555870	100654733
9555870	100654434
9555870	100654847
9555870	100654429
9555870	100655181
705574	100654455
705574	100654204
705574	100651182
705574	100654733
705574	100654434
705574	100654734
705574	100654776
705574	100654498
705574	100654303
705574	100654022
858154	100654455
858154	100654204
858154	100651182
858154	100654434
858154	100654733
858154	100654847
858154	100654734
858154	100654022
858154	100654995
858154	100653515
728029	100654455
728029	100654204
728029	100654733
728029	100651182
728029	100655104
728029	100654847
728029	100654995
728029	100655044
728029	100654734
728029	100654837
127942	100654204
127942	100651182
127942	100654455
127942	100655104
127942	100653515
127942	100655044
127942	100654022
127942	100655008
127942	100654847
127942	100654734
6006236	100654204
6006236	100654022
6006236	100654455
6006236	100651276
6006236	100655104
6006236	100651716
6006236	100653933
6006236	100652686
6006236	100650527
6006236	100654734
129961	100654204
129961	100654455
129961	100651182
129961	100655008
129961	100654434
129961	100654022
129961	100655104
129961	100654734
129961	100653515
129961	100654847
270063	100651182
270063	100652966
270063	100653515
270063	100654204
270063	100653617
270063	100653298
270063	100654302
270063	100653826
270063	100653403
5020009	100654204
5020009	100633983
5020009	100655033
5020009	100655104
5020009	100653804
5020009	100566690
5020009	100635335
5020009	100638432
5020009	100647369
5020009	100649646
9953417	100651182
9953417	100652966
9953417	100654204
9953417	100653515
9953417	100651344
9953417	100650992
9953417	100651215
9953417	100651247
9953417	100651265
9953417	100651276
509576	100654204
509576	100651344
509576	100654455
509576	100655148
509576	100654022
509576	100654847
509576	100651402
509576	100654303
509576	100655044
509576	100655008
1004909	100654204
1004909	100652966
1004909	100654022
1004909	100653892
1004909	100653878
1004909	100653543
1004909	100653351
1004909	100653308
1004909	100652998
1004909	100651182
5195374	100655104
5195374	100654303
5195374	100654204
5195374	100651469
5195374	100655212
5195374	100653826
5195374	100654455
5195374	100509668
5195374	100654022
5195374	100654837
782830	100654733
782830	100654455
782830	100654746
782830	100654734
782830	100654429
782830	100654434
782830	100655208
782830	100655181
782830	100654498
782830	100654760
9663040	100654455
9663040	100654204
9663040	100651182
9663040	100654303
9663040	100654434
9663040	100654733
9663040	100654847
9663040	100654746
9663040	100654995
9663040	100653933
10504501	100654847
10504501	100654746
10504501	100654733
10504501	100654455
10504501	100655113
10504501	100654434
10504501	100655033
10504501	100654498
10504501	100655084
10504501	100654760
622805	100654204
622805	100651182
622805	100654455
622805	100654022
622805	100653515
622805	100654847
622805	100653351
622805	100654734
622805	100655161
622805	100654762
183744	100654455
183744	100654847
183744	100654762
183744	100654429
183744	100651182
183744	100654733
183744	100654856
183744	100654734
183744	100654204
183744	100654705
85727	100654204
85727	100651182
85727	100654455
85727	100654022
85727	100653515
85727	100652966
85727	100654734
85727	100653933
85727	100654847
85727	100654303
634657	100654204
634657	100654303
634657	100651344
634657	100651469
634657	100654022
634657	100654853
634657	100654837
634657	100654733
634657	100654705
634657	100654498
210119	100654204
210119	100651182
210119	100654455
210119	100654022
210119	100654733
210119	100653515
210119	100652966
210119	100653933
210119	100654303
210119	100654847
128585	100654455
128585	100654434
128585	100655181
128585	100654760
128585	100655104
128585	100655008
128585	100654734
128585	100654746
128585	100655044
128585	100651308
7052460	100651182
7052460	100652966
7052460	100653515
7052460	100654204
7052460	100651950
7052460	100653785
7052460	100653275
7052460	100650174
7052460	100650220
7052460	100650261
5790912	100651182
5790912	100652966
5790912	100653515
5790912	100654204
5790912	100653351
5790912	100487321
5790912	100653785
5790912	100653617
5790912	100653298
5790912	100654294
6926798	100654204
6926798	100651344
6926798	100654022
6926798	100655104
6926798	100654455
6926798	100653403
6926798	100653351
6926798	100653327
6926798	100651469
6926798	100653933
4395796	100654455
4395796	100655008
4395796	100654847
4395796	100655044
4395796	100654109
4395796	100655104
4395796	100655033
4395796	100651343
4395796	100654734
4395796	100655235
374149	100651182
374149	100652966
374149	100654204
374149	100653515
374149	100654302
374149	100653826
374149	100653403
2298862	100654455
2298862	100654733
2298862	100654434
2298862	100654204
2298862	100654339
2298862	100655044
2298862	100654303
2298862	100566241
2298862	100651182
2298862	100651419
9621570	100651182
9621570	100652966
9621570	100654204
9621570	100653515
9621570	100651950
9621570	100653275
9621570	100650220
9621570	100650677
9621570	100650617
9621570	100650488
600572	100654204
600572	100654455
600572	100651182
600572	100654733
600572	100654022
600572	100654434
600572	100654847
600572	100653515
600572	100654339
600572	100655181
4459547	100654455
4459547	100654556
4459547	100654837
4459547	100654237
4459547	100651335
4459547	100654434
4459547	100651308
4459547	100654995
4459547	100654204
4459547	100651312
213068	100654455
213068	100654204
213068	100654847
213068	100651308
213068	100654733
213068	100655044
213068	100654734
213068	100654837
213068	100651321
213068	100655181
8413278	100654204
8413278	100654022
8413278	100653933
8413278	100653892
8413278	100651344
8413278	100651276
8413278	100651265
8413278	100651247
8413278	100651215
8413278	100651048
678774	100655104
678774	100653515
678774	100651182
678774	100655212
678774	100654303
678774	100654204
678774	100655148
678774	100655088
678774	100654600
678774	100654476
5874541	100654204
5874541	100654022
5874541	100655030
5874541	100650720
5874541	100649853
5874541	100649924
5874541	100650144
5874541	100650156
5874541	100650174
5874541	100650220
7083647	100654204
7083647	100651182
7083647	100654022
7083647	100652966
7083647	100653515
7083647	100653933
7083647	100655030
7083647	100653351
7083647	100651880
7083647	100651809
3875635	100654204
3875635	100654022
3875635	100654453
3875635	100653933
3875635	100652966
3875635	100651182
965687	100654204
965687	100654455
965687	100651182
965687	100653515
965687	100654178
965687	100654022
965687	100653933
965687	100653892
965687	100653853
965687	100653740
294625	100654455
294625	100654733
294625	100653403
294625	100655044
294625	100655033
294625	100654303
294625	100654856
294625	100651321
294625	100654762
294625	100654847
3755781	100655148
3755781	100654455
3755781	100651402
3755781	100654178
3755781	100651763
3755781	100651324
3755781	100652911
3755781	100650986
3755781	100651732
3755781	100646879
3063787	100654455
3063787	100654733
3063787	100655104
3063787	100654303
3063787	100654734
3063787	100655044
3063787	100655181
3063787	100655033
3063787	100654429
3063787	100655008
395281	100654204
395281	100654022
395281	100653933
395281	100654455
395281	100651276
395281	100653853
395281	100653892
395281	100651324
395281	100651763
395281	100654178
221630	100651182
221630	100655181
221630	100654455
221630	100654339
221630	100654303
221630	100654733
221630	100654734
221630	100654847
221630	100655113
221630	100654429
3234783	100654204
3234783	100651182
3234783	100654022
3234783	100654455
3234783	100653515
3234783	100654847
3234783	100654303
3234783	100653351
3234783	100654556
3234783	100653617
9521641	100651182
9521641	100652966
9521641	100653515
9521641	100654204
9521641	100651950
9521641	100653275
9521641	100650261
9521641	100650677
9521641	100650617
9521641	100650488
561646	100654204
561646	100655008
561646	100654022
561646	100651343
561646	100651317
561646	100653948
561646	100655231
561646	100655104
561646	100655092
561646	100655044
845580	100654455
845580	100654733
845580	100654847
845580	100654734
845580	100654429
845580	100655104
845580	100655044
845580	100654434
845580	100654776
845580	100655008
312793	100654455
312793	100654733
312793	100654434
312793	100655181
312793	100651308
312793	100654734
312793	100654847
312793	100654339
312793	100654995
312793	100655113
2931207	100651182
2931207	100652966
2931207	100653515
2931207	100654204
2931207	100654302
2931207	100653826
2931207	100653403
449657	100654455
449657	100655044
449657	100655033
449657	100654303
449657	100655104
449657	100654847
449657	100654995
449657	100654705
449657	100651343
449657	100653948
1127171	100654204
1127171	100651182
1127171	100654455
1127171	100654022
1127171	100653515
1127171	100653933
1127171	100654847
1127171	100654734
1127171	100654434
1127171	100653351
10224404	100654204
10224404	100654022
10224404	100655030
10224404	100654455
10224404	100653933
743572	100651308
743572	100654734
743572	100654995
743572	100655181
743572	100654455
743572	100651343
743572	100655008
743572	100654733
743572	100654847
743572	100655119
3557592	100654455
3557592	100654847
3557592	100654734
3557592	100654303
3557592	100654733
3557592	100654339
3557592	100654434
3557592	100651182
3557592	100655181
3557592	100654204
10028722	100654204
10028722	100654022
10028722	100653933
10028722	100655030
10028722	100653892
10028722	100651276
10028722	100653403
79482	100654455
79482	100654204
79482	100651182
79482	100654434
79482	100655008
79482	100654246
79482	100654733
79482	100654847
79482	100655044
79482	100654429
2044062	100654204
2044062	100655044
2044062	100655042
2044062	100654945
2044062	100654302
2044062	100655212
2044062	100655148
2044062	100654935
2044062	100654455
2044062	100654339
4043436	100654204
4043436	100654022
4043436	100653403
4043436	100653362
4043436	100645428
4043436	100654837
4043436	100651276
4043436	100655030
4043436	100653933
4043436	100651880
8702886	100654204
8702886	100654022
8702886	100653403
8702886	100651276
8702886	100655030
8702886	100653933
8702886	100651880
8702886	100651809
639664	100655181
639664	100654059
639664	100654034
639664	100654204
639664	100654455
639664	100654022
639664	100653933
639664	100653892
639664	100653853
639664	100653986
10190447	100651182
10190447	100653515
10190447	100652966
10190447	100654204
10190447	100653785
3513865	100654455
3513865	100654204
3513865	100651182
3513865	100652966
3513865	100654837
3513865	100651308
3513865	100654995
3513865	100654434
3513865	100653515
3513865	100654022
1441956	100651182
1441956	100653515
1441956	100652966
1441956	100654204
1441956	100651950
1441956	100653403
1441956	100653275
1441956	100651344
1441956	100650696
1441956	100651215
8304335	100654204
8304335	100654022
8304335	100653403
8304335	100651276
8304335	100655030
8304335	100653933
8304335	100651880
8304335	100651809
911748	100654204
911748	100654455
911748	100651182
911748	100654303
911748	100654847
911748	100653403
911748	100654734
911748	100566241
911748	100654022
911748	100654109
10441969	100654455
10441969	100654429
10441969	100654434
10441969	100654776
10441969	100654733
10441969	100654995
10441969	100655044
10441969	100654853
10441969	100654856
10441969	100655008
19295	100654204
19295	100651182
19295	100654455
19295	100654022
19295	100653515
19295	100654303
19295	100655104
19295	100654847
19295	100655044
19295	100654734
597543	100654455
597543	100654204
597543	100651182
597543	100654733
597543	100654847
597543	100654434
597543	100654734
597543	100653515
597543	100654022
597543	100654303
50959	100655008
50959	100655104
50959	100654455
50959	100655044
50959	100655092
50959	100655231
50959	100654847
50959	100654625
50959	100654404
50959	100655033
2313320	100654204
2313320	100651344
2313320	100654022
2313320	100654303
2313320	100651469
2313320	100655104
2313320	100654556
2313320	100654455
2313320	100653403
2313320	100653351
9346154	100654204
9346154	100654022
9346154	100653933
9346154	100653892
9346154	100654580
9346154	100653853
9346154	100653740
9346154	100653403
9346154	100655030
9346154	100651276
10111179	100651182
10111179	100652966
10111179	100654204
10111179	100653515
10111179	100651950
10111179	100653275
10111179	100650220
10111179	100650677
10111179	100650617
10111179	100650488
302826	100566241
302826	100654733
302826	100654204
302826	100654455
302826	100651419
302826	100654734
302826	100584580
302826	100564299
302826	100651308
302826	100654847
3569760	100654204
3569760	100654022
3569760	100655148
3569760	100654945
3569760	100654455
3569760	100654178
3569760	100651763
3569760	100651324
46235	100654204
46235	100651182
46235	100654455
46235	100654022
46235	100655044
46235	100655104
46235	100653515
46235	100654434
46235	100655008
46235	100654847
9661438	100651182
9661438	100654204
9661438	100654455
9661438	100654303
9661438	100651676
9661438	100654022
9661438	100652703
9661438	100652850
9661438	100649198
9661438	100647125
460963	100651182
460963	100652966
460963	100653515
460963	100654204
460963	100653617
460963	100653302
460963	100654022
460963	100655044
460963	100655042
460963	100654945
9822342	100654455
9822342	100654204
9822342	100654847
9822342	100654434
9822342	100651182
9822342	100654734
9822342	100654776
9822342	100655044
9822342	100655008
9822342	100654733
1412021	100653515
1412021	100651182
1412021	100654204
1412021	100654551
1412021	100655212
1412021	100655148
1412021	100654935
1412021	100654455
1412021	100654339
